station_name,count_average,count_week_2010-06-04,count_week_2010-06-11,count_week_2010-06-18,count_week_2010-06-25,count_week_2010-07-02,count_week_2010-07-09,count_week_2010-07-16,count_week_2010-07-23,count_week_2010-07-30,count_week_2010-08-06,count_week_2010-08-13,count_week_2010-08-20,count_week_2010-08-27,count_week_2010-09-03,count_week_2010-09-10,count_week_2010-09-17,count_week_2010-09-24,count_week_2010-10-01,count_week_2010-10-08,count_week_2010-10-15,count_week_2010-10-22,count_week_2010-10-29,count_week_2010-11-05,count_week_2010-11-12,count_week_2010-11-19,count_week_2010-11-26,count_week_2010-12-03,count_week_2010-12-10,count_week_2010-12-17,count_week_2010-12-24,count_week_2010-12-31,count_week_2011-01-07,count_week_2011-01-14,count_week_2011-01-21,count_week_2011-01-28,count_week_2011-02-04,count_week_2011-02-11,count_week_2011-02-18,count_week_2011-02-25,count_week_2011-03-04,count_week_2011-03-11,count_week_2011-03-18,count_week_2011-03-25,count_week_2011-04-01,count_week_2011-04-08,count_week_2011-04-15,count_week_2011-04-22,count_week_2011-04-29,count_week_2011-05-06,count_week_2011-05-20,count_week_2011-05-27,count_week_2011-06-03,count_week_2011-06-10,count_week_2011-06-17,count_week_2011-06-24,count_week_2011-07-01,count_week_2011-07-08,count_week_2011-07-15,count_week_2011-07-22,count_week_2011-07-29,count_week_2011-08-05,count_week_2011-08-12,count_week_2011-08-19,count_week_2011-08-26,count_week_2011-09-02,count_week_2011-09-09,count_week_2011-09-16,count_week_2011-09-23,count_week_2011-09-30,count_week_2011-10-07,count_week_2011-10-14,count_week_2011-10-21,count_week_2011-10-28,count_week_2011-11-04,count_week_2011-11-11,count_week_2011-11-18,count_week_2011-11-25,count_week_2011-12-02,count_week_2011-12-09,count_week_2011-12-16,count_week_2011-12-23,count_week_2011-12-30,count_week_2012-01-06,count_week_2012-01-13,count_week_2012-01-20,count_week_2012-01-27,count_week_2012-02-03,count_week_2012-02-10,count_week_2012-02-17,count_week_2012-02-24,count_week_2012-03-02,count_week_2012-03-09,count_week_2012-03-16,count_week_2012-03-23,count_week_2012-03-30,count_week_2012-04-06,count_week_2012-04-13,count_week_2012-04-20,count_week_2012-04-27,count_week_2012-05-04,count_week_2012-05-11,count_week_2012-05-18,count_week_2012-05-25,count_week_2012-06-01,count_week_2012-06-08,count_week_2012-06-15,count_week_2012-06-22,count_week_2012-06-29,count_week_2012-07-06,count_week_2012-07-13,count_week_2012-07-20,count_week_2012-07-27,count_week_2012-08-03,count_week_2012-08-10,count_week_2012-08-17,count_week_2012-08-24,count_week_2012-08-31,count_week_2012-09-07,count_week_2012-09-14,count_week_2012-09-21,count_week_2012-09-28
BOWLING GREEN & BROADWAY,24045.776859504131,34526,31890,32386,35131,34603,34528,32834,39481,36764,36369,35953,35684,31110,31969,29870,27546,30932,26007,29942,30066,29753,27348,24114,24889,24278,23088,23740,21650,19668,21137,20359,22230,16102,15526,14078,15849,15752,18039,17647,18085,19237,22639,20962,19704,21806,22718,25433,18522,23231,17669,26058,27286,27476,25508,28478,31094,22584,31980,32345,30584,22213,22642,27174,27798,19546,26596,25571,24822,18696,24106,24562,26364,25275,21651,22424,21419,19629,20262,19228,19242,19551,21104,20724,16155,15085,15297,17410,20196,17029,17542,17643,18726,20726,22668,15288,21904,23314,17518,16863,19807,18992,17335,17137,17445,23931,24746,25425,26780,28284,27926,26931,28386,27042,27180,27967,26810,25141,23144,23118,23854,21958
BOYD STREET-88TH STREET,14687.041322314049,13070,14348,14371,14439,14571,12919,14234,14230,14234,14283,14206,13958,14088,14851,12949,15165,15171,14851,15504,14520,15174,15285,15198,14944,15297,12377,14902,14770,14499,13116,10227,13261,13108,12823,12937,14258,14783,15150,13285,14806,14694,15001,14921,15152,15402,15392,14003,14498,15412,15036,15122,13585,15008,15010,14635,14933,13313,14949,14826,14665,14930,14318,14158,14295,12330,13705,16464,16483,12537,15830,15313,16303,16212,16131,15593,16199,12951,16003,16038,16201,15494,11829,13351,14917,13832,14769,15481,15871,15701,13882,15694,15813,15774,16350,12517,15495,14509,16315,15855,16040,16349,14491,16176,14311,16044,15071,14894,15219,13446,14706,14542,14811,14748,14670,14407,14476,15074,13958,15871,15166,15500
BRIGHTON BEACH-CONEY ISLAND,66514.892561983477,75941,67407,70359,85463,81497,88935,74615,81129,77457,69577,70252,66717,60302,76005,59822,60377,72769,56568,70579,66545,69931,68951,68787,69247,69667,57752,66436,64165,60216,52013,27732,58412,56735,53963,52338,60769,59893,58461,50654,67255,65994,67791,66048,65833,66886,67519,52036,58567,67489,64505,69004,71522,71173,60884,67530,71700,68952,78184,78548,68877,68659,63359,61500,59200,35784,61998,65842,75951,50535,73090,69225,73555,73048,72508,73335,73794,57799,72031,71167,67391,61620,48820,56190,64079,58224,61374,65465,66545,62699,53397,72284,75625,76080,77546,57479,71256,54043,75519,73621,74532,74588,66531,73981,67172,69564,62976,74645,76051,79607,76299,68374,71175,61882,66293,65917,63990,67402,60720,74021,63533,62677
BROAD CHANNEL-NOEL ROAD,1635.5206611570247,1624,1708,1716,1777,1708,1507,1604,1745,1753,1654,1687,1646,1544,1642,1625,1792,1783,1742,1675,1615,1767,1707,1773,1666,1705,1293,1624,1671,1671,1409,900,1451,1392,1381,1300,1423,1429,1558,1365,1637,1620,1734,1542,1560,1679,1692,1551,1570,1731,1532,1633,1539,1701,1583,1747,1688,1520,1714,1724,1790,1766,1657,1530,1628,1206,1477,1863,1617,1485,1751,1449,1829,1625,1634,1750,1731,1412,1743,1707,1772,1690,1183,1431,1653,1432,1586,1675,1771,1651,1450,1687,1777,1819,1896,1424,1710,1713,1637,1680,1767,1853,1476,1479,1579,1763,1711,1779,1852,1487,1800,1635,1740,1707,1729,1681,1740,1803,1621,1920,1860,1900
BROAD STREET & WALL STREET,26874.082644628099,26885,34231,33222,33110,28207,22539,28750,28681,28472,28499,28239,27682,27413,26535,21247,28524,28434,27887,28621,26380,28666,28501,27952,26658,28570,18070,27101,27388,27188,20131,12948,26659,26105,23175,24684,26243,26955,27071,21035,27146,27282,27390,26873,27184,27350,27259,25509,31095,27480,31433,27126,22021,27369,28131,27886,27825,23275,28397,27817,28118,28070,28248,27706,26654,24506,22329,29368,18761,23159,27924,25371,29232,29617,28573,26384,28383,19074,28795,29855,29476,27146,18333,23347,29777,25355,28475,28957,30528,29410,21184,29635,29465,29519,29371,23895,28131,26693,29522,29842,28522,29671,28050,29274,23877,29907,27963,27912,27839,20985,27883,27820,27249,27708,27575,27105,26526,26392,18832,28383,21654,27943
BROADWAY & 31ST STREET,73696.719008264467,68529,73734,72822,73323,73457,67579,72385,72824,73049,71695,69230,70598,69429,73366,70259,77173,77919,75818,76815,75034,75432,77104,77052,75854,76808,65644,72732,76117,74731,68472,53748,68127,69164,64258,67156,69852,71367,68564,60932,65943,67301,71313,68316,71787,74737,75890,72526,76426,81194,79054,80259,67179,73074,74414,76647,76638,64843,71480,69021,68642,73180,71477,66277,68705,55713,65421,76348,74851,58598,80635,78688,82870,79354,77175,77624,78682,65742,75468,79542,80095,76738,57527,71428,76406,72903,73063,79400,79568,78157,71658,78994,81117,80770,83114,60198,80197,75485,80598,81495,82762,82838,70850,82785,75259,80989,78222,77649,78966,71443,76618,76835,76689,75299,74534,73897,73684,76703,73163,80753,77601,79667
BROADWAY - UNION AVENUE,17123.876033057852,11426,17019,17167,17592,16631,16184,16286,12518,12819,15692,15530,15207,12327,16082,14835,13979,16361,12263,17041,17175,13535,13512,16941,17290,16643,13717,13154,16843,16139,15007,13930,16286,16470,15841,16369,17619,17203,17270,15549,17803,17675,17371,17432,17885,18279,18218,15545,16265,17613,17139,16840,16869,18363,16952,17059,16613,14771,16166,16222,16267,15702,15226,14896,15090,12706,16122,21351,21130,12148,16503,19190,18560,19590,19454,19096,19735,16187,20433,20202,20641,19596,13427,17713,19791,19481,19081,19998,20501,20476,17132,21522,21749,10878,18765,16109,20136,16314,16524,17816,20471,20456,17875,21125,18808,20352,18432,18338,18820,16925,17945,17457,17920,17855,17643,17768,17604,18371,19137,19787,18433,18697
BROADWAY LAFAYETTE-BLEECKER,138086.33884297521,113794,127749,129454,125288,127389,110231,124197,128346,130036,129163,125092,124061,124083,120380,124055,132969,138377,132877,131951,132328,141521,143125,142262,143211,145923,115289,129918,138585,139835,139755,99313,125904,124214,118574,119346,127013,130891,135977,124357,130222,135185,137399,134839,133977,132060,132245,141176,133478,134722,132907,138172,125937,139285,136513,141839,136730,116445,140323,135533,133707,135859,135367,132870,134409,105439,135950,143545,155164,117477,141843,142686,142986,148408,145701,146964,141180,125789,143013,147319,153460,160113,125899,113684,102211,123411,129557,134059,136807,140159,137191,136895,149061,140049,143275,120964,158398,160684,162605,159563,165259,161928,143495,162087,146704,164726,160936,158601,163512,134960,152847,153658,157291,156040,151798,157855,156543,152716,158156,165328,170626,163840
BROADWAY NASSAU STREET,173300.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176923,169678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROADWAY-EAST NEW YORK,43817.991735537187,38208,40631,41226,41761,42620,52108,51857,52228,52208,50808,41478,40875,39665,41884,39536,43129,42240,40403,42436,40957,42593,42568,42214,41303,42368,37438,40150,40881,40191,38581,33180,36741,36282,35570,33918,38649,39641,41717,37007,47644,41369,41594,52960,52985,43449,43102,39579,39828,43023,40699,41708,46494,48159,41306,41837,42565,39390,42891,48588,41594,42645,41752,41850,40699,32013,39756,52770,52089,34748,47162,50050,46947,46664,46487,44989,46398,40973,51861,46979,46743,45480,36237,40117,44109,47879,42525,58418,48630,53684,42823,52661,54304,48141,48786,36028,47153,43628,49284,46145,48191,48179,41725,47714,43957,47901,44529,44049,44626,42550,44088,42732,46475,44464,43357,43625,43269,44418,42893,47055,44277,44282
BRONX PARK EAST,13864.140495867769,12026,14085,14598,14183,14518,13558,14336,14554,14542,14041,14338,13946,13485,14142,13136,14615,14964,14257,14657,14194,14584,14444,14116,14241,14427,12349,13495,13716,13550,12731,10925,12902,12987,12452,12225,13696,13795,14009,12661,13960,13034,13218,13468,13319,13473,12864,10399,12698,11148,13080,13548,12602,13600,13591,13808,14451,11625,13066,12484,12484,10832,12953,12274,10732,10576,12570,15322,15334,11452,15404,14580,15401,15634,14771,14708,15405,12963,15093,14454,15133,15048,11891,13008,14156,13358,13674,14782,15594,14962,12973,14990,15590,15808,16257,12391,15421,14155,16291,15682,16439,16059,14398,15716,14725,15920,14322,14136,14059,13035,14736,14080,14094,14233,14258,14161,14304,14286,13797,14266,13799,13716
BROOK AVENUE-138TH STREET,33847.396694214876,31859,32743,33599,32702,31907,30743,30621,30938,31305,31406,31620,30772,30547,31687,30650,33505,33278,32301,33463,32155,34116,33715,33576,33817,33997,30193,32986,33750,33279,32650,27218,31968,32350,31193,31093,32661,34524,34991,31274,35041,34291,34995,34354,33907,34980,34951,31252,32952,34955,33740,34521,33072,35113,35095,34080,34700,33011,34832,33755,33006,33158,32960,31731,32464,26099,32672,37794,37533,28272,38977,36743,38806,38525,32264,31612,38164,33902,38228,37672,38877,38870,30686,34340,36865,34899,36202,38547,39090,38173,27774,38114,38913,38940,39197,29267,37296,33542,39196,38470,39056,39874,34555,38598,36352,38640,35529,34535,34824,32925,28178,25679,28249,28115,32854,32830,32827,32997,33259,35096,28109,33865
BROOKLYN BRIDGE,195111.38842975206,179909,203883,206266,201583,196566,165576,195452,200087,196991,196583,191807,187969,185557,192771,171965,215753,221838,210971,215750,198670,219563,217103,195368,196202,211549,153634,199635,204026,194977,158665,112768,174423,164762,153018,164178,186178,189410,201577,170048,206780,208004,204004,203989,197927,207601,205525,183566,202023,213526,199014,194268,167077,194111,196630,196745,193867,172951,195753,190239,190376,201043,199715,182356,178290,152074,178032,225566,226633,170280,232951,212280,227345,225124,215617,197167,220804,159892,212698,216851,218638,187052,130397,164191,181758,168109,186268,211919,210457,200758,178062,209440,215301,208331,222813,166116,210111,193435,232692,225108,228938,220097,195715,211749,184439,207203,197138,193736,200140,159809,196735,193384,197431,192972,189227,186738,182667,188339,175481,215756,204042,204061
BUHRE AVE-WESTCHESTER AVE,16784.694214876032,14407,16160,16671,16123,15568,13691,15142,15299,15373,14957,14962,14760,14553,14853,14191,16490,14419,13524,16402,15696,16540,16350,16294,15919,16641,13469,16186,16235,16094,14649,13149,15852,16154,15419,15806,16503,17336,17161,15069,17253,17311,17701,17231,16816,17861,17564,16249,16491,17990,17377,17393,15920,17535,17699,17297,17378,15015,16398,17048,17142,16886,16788,16104,16105,13561,15717,18855,18957,14036,18932,17464,18961,18629,18397,18187,18700,14743,18482,18653,18863,18020,13842,15787,17814,16198,17527,18420,18718,17977,16111,18334,18657,18570,19270,14300,18242,17451,19562,18769,18771,18800,17420,19101,17010,18915,18211,17535,17936,15496,17777,16962,18049,17245,17366,16763,16645,16861,16346,18352,18092,17970
BURKE AVE-WHITE PLAINS ROAD,18633.157024793389,15965,18122,18448,18322,18645,17239,18403,18482,18210,17876,18041,17601,17377,17951,17090,18726,18701,18107,19118,18134,18850,18619,18527,17727,18563,16265,17658,17830,17404,16815,14751,17123,17667,17024,16789,18554,18862,19049,17041,19011,18253,18293,18061,18257,18597,17905,13788,17188,15095,18230,18658,17232,18576,18747,18618,19105,16498,18060,17658,17117,14809,17741,16374,14095,13729,17260,20656,20720,15785,21222,19867,21019,21059,20297,19980,20814,17992,20643,19835,20375,20394,16070,18333,19695,18530,19411,20595,21237,20585,18028,20636,21168,21469,21541,16405,20736,19509,22063,21301,21464,21782,19708,21551,19861,21552,19460,19652,19316,18429,20034,19242,19333,19092,19351,18931,18873,19326,19062,19614,19115,19263
BURNSIDE AVE-JEROME AVE,58559.710743801654,52141,54462,56063,54244,54767,35571,55443,56245,57281,58493,55304,57418,55642,63073,55885,64681,63404,61185,62985,59059,63423,62128,60280,60819,63314,54552,59979,60101,57812,54477,43351,49826,51201,48573,49362,62383,61694,62765,54609,62515,61051,62648,61165,60774,62094,61136,50239,55273,61191,57870,57606,47186,39033,55477,54493,57131,52663,57357,55832,52715,55843,54911,53586,54890,49762,58985,68765,69092,48693,67825,63378,68532,67741,65918,66186,67804,57654,67823,68348,67139,63378,48035,53490,56894,51939,56895,69230,70545,65979,59829,68266,68973,69118,70287,51806,65936,55258,63005,67021,67429,65804,57273,63994,56350,48948,56096,43167,55168,52676,56683,55905,56546,54949,55639,55359,55169,63182,60573,65895,60240,60477
BUSHWICK AVENUE-ABERDEEN ST,7086.1487603305786,6308,6830,6863,6730,5352,5668,6514,6577,6545,5447,6682,6606,6480,6538,6541,6758,6812,6569,6407,5790,6649,6726,6734,6724,6940,6257,6782,6900,7026,6714,4160,6621,6765,6664,6487,7005,7034,7147,6483,5392,6769,7129,6831,6783,7121,7013,6652,6787,7106,7057,7296,4893,5437,6728,6548,7112,6528,7098,5299,6711,7054,7043,6929,7062,5524,6519,6747,6657,6388,8054,6291,8238,8493,8200,8223,8395,7242,6874,8421,8620,8064,6098,7686,8695,6249,8028,8417,8830,6936,7310,7008,7178,8229,8830,6650,8536,7844,8892,8599,8693,8917,7750,8857,7998,8864,7455,7532,7503,7081,7421,7264,7422,7447,7492,7199,7410,7344,7192,7726,7725,7954
CANAL ST-LAFAYETTE ST EAST,138489.21487603305,137919,140492,144647,142310,145872,135194,145110,152684,152103,148961,145639,143265,135751,143150,137781,140544,160507,136108,141227,151026,144178,138421,130196,136015,135764,133724,128723,141553,134937,144643,123171,128153,116014,110452,107973,118524,123347,127829,122579,125753,132770,139061,130368,132568,135580,146370,145991,133741,137986,135474,137561,127721,137822,143739,141769,144279,136238,144978,148517,140608,145336,148188,136439,131357,97978,130883,138097,154521,107518,138522,137464,140858,139176,131625,138315,139434,131630,134103,144545,146860,152255,149905,136561,124571,120474,119768,135661,147180,131493,130679,130226,136720,151477,145010,102469,151324,148651,142916,139673,143274,141364,127008,143022,138174,149891,148412,146180,150878,140393,149097,151207,155080,152601,151423,149908,140182,144425,137351,145615,165604,150864
CANAL STREET,66162.148760330572,68218,68500,70978,70281,70853,66101,69575,70086,70811,71990,70454,69918,65747,71774,65337,67070,71436,62505,66780,72405,67237,67257,62043,64313,66704,62286,60578,63477,61447,66081,46668,60627,60771,58725,58314,59847,62818,65833,62825,65612,63517,64295,63048,62683,64087,68775,65506,62183,63516,62752,64603,61803,64501,64675,67151,66571,61193,67544,72772,65177,66259,66403,65078,65359,47590,62155,65729,70498,51485,69182,59727,66549,67220,64368,65727,67355,63720,63721,66384,68015,69577,64845,64310,66962,64516,62835,68946,76464,67175,67024,68386,70696,78023,70928,52518,71911,68637,68633,67398,68585,68733,60922,69155,66206,70117,69022,66586,68778,65548,70924,70971,72202,69482,69782,69911,66017,70066,63658,68323,76913,70777
CANAL STREET-BROADWAY,85566.388429752071,82269,94833,95934,94004,93701,82237,92037,91938,92512,94488,96158,93359,84912,86535,87703,90450,90984,86632,86240,91896,90913,94688,87440,89083,87518,77189,84351,89169,88545,87310,69036,79702,73744,69922,68620,75224,79817,83291,78976,80319,79179,87515,83529,81897,87178,86272,96509,84676,83376,85600,90952,83041,88854,89693,87070,91988,82535,91554,88697,90259,92767,93527,88287,88109,67608,90133,90057,97130,70039,91439,92560,92756,94084,86299,88077,85593,77013,79646,86231,87831,89866,79458,76384,75629,71041,71851,77489,81980,78757,82716,78255,84384,89680,87285,61502,81867,89569,87646,85044,87254,84210,81527,87493,81365,88222,84544,83982,88033,78555,86538,86659,90408,86241,86946,87365,87289,88156,86817,87711,92570,88006
CANAL STREET-LISPENARD ST,103379.56198347108,89024,100838,102325,99484,97987,85087,103006,98660,98270,100580,100553,98355,93664,94195,92025,107524,112000,104862,109098,106141,109996,109348,108625,107963,110737,79604,102586,110074,108314,86785,63553,95945,97113,91381,93886,100738,105658,99224,93523,105759,106305,106752,106677,103017,109266,111378,108781,108173,112462,111841,108122,92375,109164,109612,106418,107858,92156,107506,107467,108262,108736,103821,101307,97896,82423,97244,113413,115231,88884,114789,109310,118095,116084,114088,110648,111348,84921,107443,111873,112838,102529,72400,91565,104473,96690,103144,111350,112644,111750,98171,106993,109891,103178,107614,80218,107937,109956,112337,104111,108180,109515,100171,109066,95162,111432,111929,106756,112927,88786,101263,108806,108532,109057,107608,106379,104108,101385,98900,112796,112166,108578
CANAL STREET-VARICK STREET,32426.090909090908,29310,33561,33142,32196,32038,27388,32388,34444,33434,33047,32318,30216,28912,28844,29254,34153,33564,31786,33019,32571,33861,33903,33990,32739,34476,25224,31534,35153,33906,26816,18840,29296,29004,27512,28853,30170,31870,35275,29161,32197,33419,32932,32445,32963,34880,34826,34854,34096,36050,35179,33273,28183,33867,35310,35544,33619,28070,33859,33224,33205,33931,34651,32936,31962,24825,30897,36897,38335,28341,36716,35508,38117,39192,36196,36298,35168,25489,32666,35492,35687,33037,21997,28104,31973,28150,30768,32075,33095,28303,29630,31517,32806,35120,33606,25971,32620,30533,34588,36316,36019,35104,30935,34319,30070,35503,34718,33742,33148,26169,34891,34425,34947,34246,33811,33476,31324,31312,30885,35246,35159,35432
CARROLL ST-PRESIDENT ST,65683.611570247929,51801,56866,57543,56933,54213,46979,54680,54210,53497,51930,52095,51670,50717,51420,49631,59501,59736,59250,60921,58282,61140,61424,60990,61875,49824,36136,57766,62913,61247,52708,34645,58858,60401,47887,60662,64662,64788,64728,55240,64245,64215,63756,64022,64729,64959,65238,58487,60956,66225,65313,53002,57463,63849,63717,70797,68799,58327,68421,68225,66620,67041,65425,64169,62858,51700,64897,79038,66380,59658,78772,75651,79874,80603,79142,79842,67250,48401,77090,82873,83443,76581,46954,69978,78799,74028,78264,80164,81366,79738,66218,79213,80760,78168,80491,61851,65063,69555,80242,80535,81700,82707,71673,82628,72329,81646,77503,77674,76267,63635,72655,73445,73444,71412,70633,70247,69652,69699,68674,66417,76473,63995
CASTLE HILL AVENUE,38465.280991735541,32729,35915,37118,36732,36587,33232,41719,42718,43205,43520,42934,42683,41770,42903,41964,47458,38008,36351,46549,39927,39655,39026,38722,37837,38277,32396,37114,37703,36680,34521,29716,35158,35406,33756,33961,36424,37279,38349,33854,38641,37730,38399,37087,37118,37807,37914,35107,36176,38455,37230,37908,35111,37573,36670,37132,37655,34207,37986,36960,36856,37413,37087,36041,35619,29767,35545,42741,42430,31330,42669,40075,43042,42559,41373,40759,42428,36005,42399,43048,43122,41149,32841,37298,40732,37761,39037,42371,42395,41557,36527,41681,43056,42403,42979,32383,41109,37865,43029,41651,41141,42946,37496,42079,38734,42150,39366,38278,39347,35688,38317,37603,37449,34592,36496,36333,35551,36961,36227,39099,37445,38147
CENTRAL AVE-MYRTLE AVE,15188.09090909091,12477,12881,13268,12946,13957,14092,13735,11121,11169,13597,11099,13643,10717,13732,12752,11629,13948,11208,14923,16389,11997,12250,11856,11991,12038,9843,13949,14323,12111,10641,10825,13785,13752,13307,13497,14683,14961,15189,13656,15492,15178,14925,14873,15050,15069,15664,14145,14369,14976,14801,14996,14325,17455,15345,15838,15269,13901,15394,16000,15055,15222,15099,14881,14957,12715,15122,19669,20480,13756,17805,19724,17996,17848,17443,17014,17473,14252,19521,17236,17495,16267,12553,14849,16202,16439,16582,16877,17562,18246,15339,19662,20550,17754,17951,13771,17423,16094,17765,17257,17279,17644,16316,17752,11828,16937,16056,15932,13541,12173,15851,15741,13495,15762,13338,15423,19740,20398,19148,18517,20236,17744
CHAMBERS STREET,117186.30578512397,89854,105898,105334,104734,102432,85397,98403,101928,99158,98413,94337,93163,101146,125899,91891,126466,133365,130456,133241,121393,134758,134472,124104,126695,130092,94672,119891,129292,120526,87945,56595,93640,94437,89169,95378,129288,125900,129418,107926,131347,130637,130771,131984,127969,129935,129674,92870,113879,132505,122681,115656,88499,109236,109572,109035,107268,90055,110703,105820,102441,101715,99795,97521,100921,108811,115092,155732,153417,96817,143290,134269,149927,151195,145938,137840,148309,101933,141012,147342,141620,116099,62960,95895,111985,101272,112664,146260,152274,131505,114129,142962,144787,145437,142780,110380,130731,91437,140739,150823,147246,145293,123193,126568,99729,124304,116310,112863,106758,91828,112871,106098,107661,104272,102769,99479,99557,130910,117752,144984,125313,126527
CHAUNCEY STREET-ROCKAWAY AV,16398.438016528926,14007,14236,14502,14400,16042,14524,14928,14870,15025,16005,15360,15382,15275,15519,15004,16012,15759,15243,16105,15928,15997,16072,15789,15799,15784,14437,15524,15260,15116,14827,14267,15143,15247,14561,14698,16249,16230,16510,15075,16969,16284,16301,16077,16100,16335,16242,15441,15354,16087,16064,16314,16477,17414,16173,16660,16787,15537,16543,17099,15470,16330,16389,15521,15862,12930,15827,19420,19298,14324,18911,18644,18797,18655,17672,17573,18217,16458,18988,18540,18515,17968,14375,16292,17586,17134,16995,17018,17273,18046,14366,18295,18758,17629,18120,13427,17271,16319,17932,17836,18407,18347,16301,18220,17033,18255,16880,16880,16956,16227,16947,16673,16561,16668,16862,16834,16765,17065,16874,17548,16861,17097
CHRISTOPHER ST-SHERIDAN SQ,63886.239669421484,63445,66446,67885,68429,76157,59226,63844,65203,64996,63035,62373,58779,57523,56940,60506,64966,64831,61973,63075,63987,64488,66160,67635,64478,66241,54370,58297,65919,68266,59276,47996,59906,56998,54924,57232,59536,59884,61160,60292,61894,63554,64921,65440,64475,65733,67197,69314,67172,69286,67577,66451,60315,65428,66140,67324,75274,57182,63698,61933,61099,63865,63532,62355,59467,45319,60748,67096,69680,50997,68790,68060,72068,71640,75796,70789,68163,57495,63160,69888,72432,67466,51974,61089,62234,58367,60084,61348,62023,47490,61680,64068,66926,68119,68865,49072,65847,59610,68248,70889,70509,69356,60195,69841,64251,69946,69456,69327,70566,58177,64380,64919,67069,64596,63907,63487,62657,63716,61694,69240,69183,68940
CHURCH AVE-MCDONALD AVE,54085.78512396694,48532,51323,51410,52251,52849,47781,50116,50886,50296,49458,49534,48497,48236,50705,47317,53862,53012,51891,53960,52446,53667,56093,53194,53683,46549,39711,51539,52778,51861,49929,46018,50902,51378,49123,58004,61876,62159,62911,57026,62663,63742,64307,64205,63436,64362,64728,59615,60734,65093,63820,45576,51789,54080,54467,54378,55932,48785,53280,52541,52765,52199,50951,49808,50422,41179,50975,60685,47562,43531,58808,55941,58710,60006,57945,57459,49294,40163,59402,59998,60325,58793,45434,51931,58396,55491,55512,60033,59929,58915,54000,59672,59807,60178,61238,46038,46549,51447,59091,58493,59052,59546,51310,58713,53684,58158,55302,54527,55338,50494,54018,53535,53708,53122,52707,53025,52185,54624,51707,44877,53126,42251
CHURCH AVENUE & NOSTRAND AV,50149.809917355371,45541,48202,48945,48539,48229,43874,46659,47195,46984,46262,46902,46453,46059,48094,49228,51499,50435,49102,50040,47516,50240,50339,49923,49619,51109,43793,48495,49913,49094,47449,57031,48621,48061,45850,48474,53247,52002,52695,46904,52439,52539,53929,53722,52130,52625,52988,48742,49408,52084,50638,51085,46765,50623,50559,50068,51480,44919,49910,49108,48917,49500,49360,48189,48856,41117,50969,56880,54692,42378,46355,42507,54562,55139,53835,53049,55977,46808,56475,56492,55791,54738,42487,47175,53342,50089,51058,56727,56536,55109,49756,56737,58011,57104,57537,43940,54848,49948,46436,54681,55439,55950,43310,44129,48213,53706,50144,49638,49943,44988,49343,48143,49832,48484,48077,48166,48616,50438,50104,51971,50277,50731
CHURCH AVENUE,81556.322314049583,78886,82243,82783,82552,81728,76901,79809,80734,79238,79885,79302,78526,76016,79478,76554,64717,79551,61273,79058,76513,80871,80221,79158,79545,81404,71941,78072,78530,79321,75624,33882,71407,72421,70754,66499,76916,77512,79010,72403,78979,74327,75005,73447,76350,78851,80382,69858,74965,79964,78327,82547,75733,79937,79939,80579,81460,75181,81313,79160,75965,78938,78166,75580,76364,62127,76783,71317,88132,62642,93338,88368,87360,92650,89770,90537,94244,85471,88996,93313,94143,92644,71867,81736,84356,77865,84177,85665,90771,88637,72779,87371,92275,92185,93757,71154,92291,83311,96928,93666,95690,98363,85352,97869,88892,95192,91881,90546,91217,85633,89500,87503,88591,86483,86853,85791,86496,86392,84938,92607,87797,89548
CITY HALL,47812.983471074382,39568,57509,56378,56649,55750,46445,53892,48434,53190,52212,52992,51656,49788,51125,44038,57694,56213,55219,54400,51950,54961,56506,51250,51445,52379,38673,52877,53292,51321,42741,30861,39935,43173,39096,41047,46787,48255,49922,43015,49335,49756,51595,50781,49782,52441,50242,48992,50899,51780,49062,51814,44298,51492,50813,48788,50547,46563,51015,48722,49650,52618,51672,47540,45934,39199,43042,52978,53116,39577,54058,50727,54650,55917,52015,49649,54119,39454,49168,49498,50455,45704,32781,36982,42516,38706,41572,43170,43562,45278,40737,45762,46658,48294,48427,34334,47265,43733,49856,49261,49540,47398,43557,47664,43061,47195,46596,45859,47091,38526,46706,44531,46116,44668,44483,42725,42932,43434,41438,49144,46162,45556
CLARK STREET-HENRY STREET,33316.942148760332,30063,26331,33331,33713,33023,28992,32144,34544,34029,32526,31503,28332,28770,30522,31860,36681,36090,35750,36365,34961,35591,37920,35574,35607,35651,29466,26540,34719,33521,28319,19865,28267,28763,28535,32330,33028,33028,34083,30950,33575,34180,32326,32952,34116,34834,35123,33740,34672,35251,32195,32621,29823,34644,35748,36058,35440,32258,36541,36856,35939,35432,35997,30465,31795,24593,33592,38298,38926,29651,39493,37424,30275,30556,30314,28950,29527,21562,28386,36287,35369,31625,21314,28171,30431,30472,33506,34649,35411,32494,32789,35248,35578,35692,36054,27470,36049,33809,37306,37344,37665,35466,30821,34230,31843,37844,37294,36495,35644,32781,38089,36636,38529,35933,34938,32231,31432,33781,36332,40598,39824,40461
